price,area,area_unit,city,location,property_type,bedrooms,bathrooms,built_in_year,parking_space,servant_quarters,store_rooms,kitchens,drawing_rooms,url,area_marla,property_age,total_rooms,luxury_score,bedroom_bathroom_ratio,location_avg_price
27500000,5.0,Marla,Lahore,Sabzazar Scheme,House,3.0,4.0,2020.0,1.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/sabzazar_scheme_sabzazar_scheme_-_block_l_5_marla_vip_brand_new_house_for_sale-53900423-4175-1.html,5.0,6.0,7.0,2.0,1.3333288889037036,29253846.153846152
8500000,3.0,Marla,Lahore,Other,House,6.0,7.0,2020.0,1.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_green_cap_housing_society_3_marla_house_for_sale_in_green_cap_housing_society-54140911-8150-1.html,3.0,6.0,13.0,2.0,1.1666647222254631,37411065.57377049
26500000,7.0,Marla,Lahore,Other,House,3.0,3.0,2020.0,0.0,0.0,0.0,2.0,0.0,https://www.zameen.com/Property/lahore_green_cap_housing_society_your_search_for_house_in_green_cap_housing_society_ends_here-54140913-8150-1.html,7.0,6.0,8.0,0.0,0.9999966666777778,37411065.57377049
112500000,1.0,Kanal,Lahore,DHA Defence,House,6.0,6.0,2020.0,4.0,2.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_h_with_extra_land_corner_villa_near_park-52579885-1605-1.html,20.0,6.0,12.0,6.0,0.9999983333361112,81496093.75
21000000,5.0,Marla,Lahore,Sabzazar Scheme,House,5.0,7.0,2020.0,1.0,1.0,0.0,2.0,0.0,https://www.zameen.com/Property/lahore_sabzazar_scheme_5_marla_vvip_house_for_sale_in_hot_location_golden_chance_for_investment-53181122-562-1.html,5.0,6.0,14.0,2.0,1.3999972000056,29253846.153846152
8500000,2.25,Marla,Lahore,Other,House,6.0,6.0,2020.0,0.0,0.0,1.0,1.0,0.0,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_-_zeenat_block_2_25_marla_brand_new_house_for_sale_opposite_to_iqbal_town_zeenat_block_near_to_orange_train_station_fori_rabta_keray-54224991-3537-1.html,2.25,6.0,14.0,0.0,0.9999983333361112,37411065.57377049
9000000,3.0,Marla,Lahore,Other,House,3.0,3.0,2020.0,2.0,2.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_al_haram_garden_3_marla_brand_new_half_double_storey_spanish_house_for_sale-54248962-9212-1.html,3.0,6.0,6.0,4.0,0.9999966666777778,37411065.57377049
9000000,3.0,Marla,Lahore,Other,House,3.0,3.0,2020.0,3.0,1.0,0.0,0.0,2012.0,https://www.zameen.com/Property/al_haram_garden_al_haram_garden_-_block_b_a_facing_park_house_at_affordable_price_awaits_you-54248961-15997-1.html,3.0,6.0,6.0,2016.0,0.9999966666777778,37411065.57377049
66900000,12.0,Marla,Lahore,Raiwind,House,6.0,6.0,2020.0,0.0,1.0,0.0,2026.0,2026.0,https://www.zameen.com/Property/lake_city_lake_city_-_sector_m-3a_12_marla_ultra_modern_designer_house_for_sale_in_lake_city_sector_m3-a-53906348-4003-1.html,12.0,6.0,2038.0,2027.0,0.9999983333361112,44000000.0
25000000,5.0,Marla,Lahore,DHA Defence,House,5.0,7.0,2020.0,4.0,0.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_brand_new_ultra_modern_design_house_for_sale_top_location-54047383-1452-1.html,5.0,6.0,12.0,4.0,1.3999972000056,81496093.75
34500000,9.0,Marla,Lahore,Bankers Town,House,3.0,1.0,2020.0,0.0,1.0,0.0,2025.0,0.0,https://www.zameen.com/Property/lahore_bankers_avenue_cooperative_housing_society_9_marla_luxury_house_for_sale_bankers_avenue_cooperative_housing_society_main_bedian_road_lahore-53836716-8325-1.html,9.0,6.0,2029.0,1.0,0.3333322222259259,33363636.363636363
53000000,10.0,Marla,Lahore,Raiwind,House,5.0,5.0,2020.0,0.0,1.0,0.0,2.0,2.0,https://www.zameen.com/Property/lake_city_lake_city_-_sector_m-2a_10_marla_brand_new_house_available_for_sale_in_lake_city_sector_m2a-53484907-4002-1.html,10.0,6.0,12.0,3.0,0.9999980000040001,44000000.0
25500000,5.0,Marla,Lahore,Sabzazar Scheme,House,4.0,4.0,2020.0,1.0,0.0,0.0,0.0,0.0,https://www.zameen.com/Property/sabzazar_scheme_sabzazar_scheme_-_block_p_5_marla_vip_house_for_sale-54091725-4178-1.html,5.0,6.0,8.0,1.0,0.9999975000062501,29253846.153846152
249500000,2.0,Kanal,Lahore,DHA Defence,House,5.0,6.0,2020.0,6.0,3.0,0.0,3.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_task_estate_offer_2_kanal_banglow_for_sale_near_to_dha_raya_phase_6_hot_location-53726576-1448-1.html,40.0,6.0,14.0,9.0,1.1999976000048,81496093.75
147500000,2.0,Kanal,Lahore,DHA Defence,House,6.0,7.0,2020.0,6.0,3.0,0.0,0.0,2015.0,https://www.zameen.com/Property/dha_defence_dha_phase_2_task_estate_offer_2_kanal_luxury_banglow_for_sale_70ft_road_in_dha_phase_02-53731312-1444-1.html,40.0,6.0,13.0,2024.0,1.1666647222254631,81496093.75
96500000,1.0,Kanal,Lahore,DHA Defence,House,5.0,6.0,2020.0,4.0,2026.0,2026.0,0.0,2026.0,https://www.zameen.com/Property/dha_defence_dha_phase_7_task_est_offer_1_kanal_brand_new_designer_house_for_sale_in_phase_7_dha-54107411-1450-1.html,20.0,6.0,2037.0,4056.0,1.1999976000048,81496093.75
125000000,1.0,Kanal,Lahore,DHA Defence,House,5.0,6.0,2020.0,4.0,2026.0,2026.0,2026.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_task_est_offer_1_kanal_brand_new_full_furnished_designer_house_near_raya_for_sale_in_phase_6_dha-54146730-1448-1.html,20.0,6.0,4063.0,2030.0,1.1999976000048,81496093.75
81500000,1.0,KANAL,Lahore,DHA Defence,House,5.0,6.0,2020.0,4.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_brand_new_ultra_modern_design_house_for_sale_in_dha_phase_6-53004762-1448-1.html,20.0,6.0,11.0,5.0,1.1999976000048,81496093.75
77500000,1.0,KANAL,Lahore,DHA Defence,House,5.0,6.0,2020.0,4.0,2026.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_8_1_kanal_brand_new_ultra_modern_design_house_for_sale_in_dha_phase_8-53004831-1451-1.html,20.0,6.0,11.0,2030.0,1.1999976000048,81496093.75
38000000,10.0,Marla,Lahore,Sabzazar Scheme,House,5.0,6.0,2020.0,2.0,0.0,0.0,2.0,0.0,https://www.zameen.com/Property/lahore_sabzazar_scheme_10_marla_house_for_sale_golden_chance_for_investors_near_to_orange_train_station_near_to_all_opportunities-53629736-562-1.html,10.0,6.0,13.0,2.0,1.1999976000048,29253846.153846152
23000000,3.5,Marla,Lahore,Sabzazar Scheme,House,5.0,6.0,2020.0,3.0,1.0,0.0,2.0,0.0,https://www.zameen.com/Property/lahore_sabzazar_scheme_3_5_marla_spanish_brand_new_house_for_sale_in_hot_location_near_to_orange_line_station-52549565-562-1.html,3.5,6.0,13.0,4.0,1.1999976000048,29253846.153846152
24200000,5.0,Marla,Lahore,Sabzazar Scheme,House,4.0,5.0,2020.0,0.0,1.0,0.0,2.0,0.0,https://www.zameen.com/Property/lahore_sabzazar_scheme_5_marla_like_a_new_house_for_sale_in_sabzazar_hot_location_walking_distance_to_main_fori_rabta_keray-53542801-562-1.html,5.0,6.0,11.0,1.0,1.2499968750078125,29253846.153846152
20000000,5.0,Marla,Lahore,Other,House,5.0,6.0,2020.0,1.0,2.0,0.0,0.0,2029.0,https://www.zameen.com/Property/college_road_eden_boulevard_housing_scheme_5_marla_brand_new_house-53610527-12447-1.html,5.0,6.0,11.0,2032.0,1.1999976000048,37411065.57377049
52500000,1.0,kanal,Lahore,Other,House,4.0,5.0,2020.0,0.0,1.0,1.0,2.0,0.0,https://www.zameen.com/Property/punjab_govt_employees_society_pgechs_phase_2_1_kanal_house_for_sale-54080501-4432-1.html,20.0,6.0,12.0,1.0,1.2499968750078125,37411065.57377049
92500000,1.0,Kanal,Lahore,DHA Defence,House,6.0,6.0,2020.0,4.0,2024.0,2024.0,2024.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_brand_new_magnificent_designer_house_for_sale-51662636-1448-1.html,20.0,6.0,4060.0,2028.0,0.9999983333361112,81496093.75
95500000,1.0,Kanal,Lahore,DHA Defence,House,5.0,6.0,2020.0,4.0,2.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_7_exclusive_1_kanal_modern_masterpiece_full_basement_swimming_pool_prime_dha_phase_7-52353337-1450-1.html,20.0,6.0,11.0,6.0,1.1999976000048,81496093.75
16000000,5.0,Marla,Lahore,Park View City,House,2.0,3.0,2020.0,0.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/park_view_city_park_view_city_-_crystal_block_brand_new_5_marla_house_available_in_park_view_city-53541985-17960-1.html,5.0,6.0,5.0,1.0,1.4999925000374998,21882758.620689657
27000000,5.0,Marla,Lahore,DHA Defence,House,3.0,4.0,2020.0,2026.0,0.0,0.0,2026.0,0.0,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_ultra_modern_luxury_house_for_sale_dha_phase_9_town-54031842-1452-1.html,5.0,6.0,2033.0,2026.0,1.3333288889037036,81496093.75
24000000,5.0,Marla,Lahore,DHA Defence,House,3.0,4.0,2020.0,2.0,0.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_9_town_prime_location_5_marla_house_for_sale_in_beautiful_dha_9_town_-_top_of_the_line-53982204-1452-1.html,5.0,6.0,7.0,2.0,1.3333288889037036,81496093.75
72500000,1.0,KANAL,Lahore,DHA Defence,House,4.0,4.0,2020.0,4.0,0.0,0.0,2026.0,2026.0,https://www.zameen.com/Property/dha_defence_dha_phase_8_1_kanal_brand_new_house_for_sale_in_dha_ph_8-54245866-1451-1.html,20.0,6.0,2034.0,2030.0,0.9999975000062501,81496093.75
88500000,1.0,Kanal,Lahore,DHA Defence,House,5.0,6.0,2020.0,4.0,2.0,0.0,2025.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_near_dha_raya_1_kanal_beautiful_modern_design_bungalow_for_sale_at_prime_location_of_dha-53512575-1448-1.html,20.0,6.0,2036.0,6.0,1.1999976000048,81496093.75
190000000,2.0,Kanal,Lahore,DHA Defence,House,5.0,6.0,2020.0,12.0,4.0,0.0,0.0,2019.0,https://www.zameen.com/Property/dha_defence_dha_phase_1_task_est_offer_2_kanal_slightly_used_bungalow_good_location_reasonable_price_in_dha_phase_1-54036649-1442-1.html,40.0,6.0,11.0,2035.0,1.1999976000048,81496093.75
12000000,2.0,Marla,Lahore,Other,House,7.0,7.0,2020.0,0.0,0.0,1.0,2.0,0.0,https://www.zameen.com/Property/lahore_tajpura_affordable_house_of_2_marla_is_available_for_sale-54244466-760-1.html,2.0,6.0,17.0,0.0,0.9999985714306123,37411065.57377049
26000000,5.0,Marla,Lahore,Other,House,3.0,3.0,2020.0,1.0,0.0,0.0,2.0,0.0,https://www.zameen.com/Property/al_hafeez_gardens_al_hafeez_garden_-_phase_5_prime_location_5_marla_spacious_house_available_in_al_hafeez_garden_-_phase_5_for_sale-54244152-18829-1.html,5.0,6.0,8.0,1.0,0.9999966666777778,37411065.57377049
52500000,1.0,Kanal,Lahore,Other,House,4.0,5.0,2020.0,3.0,1.0,1.0,2.0,0.0,https://www.zameen.com/Property/iep_engineers_town_sector_a_iep_engineers_town_-_block_e1_prime_location_house_in_iep_engineers_town_-_block_e1_for_sale-54244810-3896-1.html,20.0,6.0,12.0,4.0,1.2499968750078125,37411065.57377049
30000000,8.0,Marla,Lahore,Other,House,5.0,6.0,2020.0,0.0,0.0,0.0,2.0,0.0,https://www.zameen.com/Property/lahore_bahria_orchard_8_marla_elite_a-plus_quality_designer_house_for_sale_in_best_block_of_bahria_orchard_lahore-54132448-1474-1.html,8.0,6.0,13.0,0.0,1.1999976000048,37411065.57377049
24000000,5.0,Marla,Lahore,Other,House,5.0,5.0,2020.0,2.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/eden_eden_boulevard_5_marla_brand_new_house-53458478-8328-1.html,5.0,6.0,10.0,3.0,0.9999980000040001,37411065.57377049
27000000,10.0,Marla,Lahore,Other,House,5.0,6.0,2020.0,0.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/harbanspura_aamir_town_10_marla_single_storey_with_basement_house_for_sale_in_amir_town_harbanspura_lahore-49633723-3879-1.html,10.0,6.0,11.0,1.0,1.1999976000048,37411065.57377049
13000000,4.0,Marla,Lahore,Other,House,2.0,3.0,2020.0,1.0,0.0,0.0,0.0,1.0,https://www.zameen.com/Property/harbanspura_moeez_town_4_marla_double_storey_house_for_sale_in_moeez_town_salamat_pura_lahore-47667116-3878-1.html,4.0,6.0,5.0,2.0,1.4999925000374998,37411065.57377049
8800000,3.0,Marla,Lahore,Other,House,3.0,4.0,2020.0,0.0,0.0,0.0,2.0,0.0,https://www.zameen.com/Property/lahore_manawan_3_marla_double_storey_house_for_sale_in_g_t_road_manawan_lahore-53244535-9282-1.html,3.0,6.0,9.0,0.0,1.3333288889037036,37411065.57377049
32000000,10.0,Marla,Lahore,Formanites Scheme,House,3.0,4.0,2020.0,0.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_formanites_housing_scheme_4_beds_10_marla_double_storey_brand_new_house_for_sale_formanites_housing_scheme_lahore-51508723-1020-1.html,10.0,6.0,7.0,1.0,1.3333288889037036,26700000.0
23000000,5.0,Marla,Lahore,Formanites Scheme,House,4.0,5.0,2020.0,0.0,1.0,0.0,0.0,2024.0,https://www.zameen.com/Property/formanites_housing_scheme_formanites_housing_scheme_-_block_m_5_marla_house_is_available_for_sale_in_formanites_housing_scheme_block_m_lahore-54136624-3785-1.html,5.0,6.0,9.0,2025.0,1.2499968750078125,26700000.0
170000000,3.0,Kanal,Lahore,Other,House,3.0,4.0,2020.0,6.0,3.0,0.0,2026.0,0.0,https://www.zameen.com/Property/lahore_valencia_housing_society_3_kanal_owner_built_modern_design_house_for_sale_in_valencia_town-54244775-373-1.html,60.0,6.0,2033.0,9.0,1.3333288889037036,37411065.57377049
55000000,10.0,Marla,Lahore,DHA Defence,House,6.0,6.0,2020.0,2.0,0.0,2025.0,2025.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_5_10-marla_house_for_sale_at_super_hot_location_near_jalal_sons_wateen_chowk-53573057-1447-1.html,10.0,6.0,4062.0,2.0,0.9999983333361112,81496093.75
34000000,9.0,MARLA,Lahore,Bankers Town,House,4.0,5.0,2020.0,0.0,0.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_bankers_avenue_cooperative_housing_society_bankers_avenue_9_marla_brand_new_house_for_sale-53270019-8325-1.html,9.0,6.0,9.0,0.0,1.2499968750078125,33363636.363636363
18500000,5.0,Marla,Lahore,Bahria Town,House,4.0,5.0,2020.0,0.0,0.0,0.0,0.0,0.0,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_5_marla_house_for_sale_in_jinnah_block_bahria_town_lahore-54240892-1804-1.html,5.0,6.0,9.0,0.0,1.2499968750078125,31127272.727272727
31000000,5.0,Marla,Lahore,Raiwind,House,6.0,6.0,2020.0,0.0,1.0,0.0,2.0,0.0,https://www.zameen.com/Property/raiwind_road_lake_city_5_marla_house_available_for_sale_at_hot_location_of_m-7b-53977340-1103-1.html,5.0,6.0,14.0,1.0,0.9999983333361112,44000000.0
43000000,10.0,Marla,Lahore,Central Park Scheme,House,4.0,5.0,2020.0,3.0,1.0,0.0,2026.0,2026.0,https://www.zameen.com/Property/central_park_housing_scheme_central_park_-_block_e_10_marla_beautiful_ultra_modern_house_for_sale-53891851-3688-1.html,10.0,6.0,2035.0,2030.0,1.2499968750078125,34150000.0
125000000,1.0,KANAL,Lahore,Raiwind,House,5.0,6.0,2020.0,24.0,2.0,1.0,2.0,0.0,https://www.zameen.com/Property/lake_city_lake_city_-_sector_m-3_1_kanal_house_with_basement_for_sale_in_lake_city-54170272-8346-1.html,20.0,6.0,14.0,26.0,1.1999976000048,44000000.0
46500000,10.0,Marla,Lahore,DHA Defence,House,6.0,7.0,2020.0,2.0,1.0,2026.0,2026.0,0.0,https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_kk_10-marla_slightly_used_house_for_sale_at_hot_location_close_to_ring_road_and_gold_creast_mall-54189142-17171-1.html,10.0,6.0,4065.0,3.0,1.1666647222254631,81496093.75
46000000,13.0,Marla,Lahore,Other,House,4.0,5.0,2020.0,0.0,1.0,0.0,3.0,0.0,https://www.zameen.com/Property/johar_town_johar_town_phase_1_beautiful_corner_double_storey_house_on_50_feet_road_2_car_porch-54049766-3937-1.html,13.0,6.0,12.0,1.0,1.2499968750078125,37411065.57377049
21000000,6.0,Marla,Lahore,Other,House,5.0,6.0,2020.0,0.0,1.0,0.0,2.0,0.0,https://www.zameen.com/Property/lahore_salamatpura_6_marla_double_storey_house_for_sale_in_islam_park_orange_line_station_g_t_road_lahore-53891546-4501-1.html,6.0,6.0,13.0,1.0,1.1999976000048,37411065.57377049
55500000,10.0,Marla,Lahore,DHA Defence,House,4.0,5.0,2020.0,3.0,2.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_house_for_sale_in_dha_phase_7-54144931-1450-1.html,10.0,6.0,9.0,5.0,1.2499968750078125,81496093.75
42000000,10.0,Marla,Lahore,Other,House,4.0,6.0,2020.0,0.0,0.0,0.0,0.0,4.0,https://www.zameen.com/Property/lahore_chaman_park_10_marla_half_triple_storey_with_basement_house_for_sale_in_chaman_park_naya_pull_canal_road_lahore-54152399-9747-1.html,10.0,6.0,10.0,4.0,1.499996250009375,37411065.57377049
21500000,5.0,MARLA,Lahore,Other,House,3.0,6.0,2020.0,0.0,1.0,0.0,2.0,0.0,https://www.zameen.com/Property/nasheman_e_iqbal_nasheman-e-iqbal_phase_2_5_marla_brand_new_double_story_house_for_sale_in_nasheman_iqbal_phase_2_also_bank_loan_available_college_road_lahore-54219214-4071-1.html,5.0,6.0,11.0,1.0,1.9999933333555555,37411065.57377049
24000000,5.0,Marla,Lahore,Other,House,5.0,6.0,2020.0,1.0,0.0,0.0,2.0,1.0,https://www.zameen.com/Property/eden_boulevard_housing_scheme_eden_boulevard_-_block_c_ready_to_buy_a_prime_location_house_in_eden_boulevard_-_block_c_lahore-54244750-12450-1.html,5.0,6.0,13.0,2.0,1.1999976000048,37411065.57377049
29000000,10.0,Marla,Lahore,Bahria Town,House,3.0,4.0,2020.0,0.0,1.0,0.0,0.0,2026.0,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_jasmine_block_10_marla_residential_house_for_sale_in_jasmine_block_with_gas_nearby_commercial_market_school_mosque_and_health_care_canter-54122762-1786-1.html,10.0,6.0,7.0,2027.0,1.3333288889037036,31127272.727272727
83000000,20.0,Marla,Lahore,Other,House,5.0,6.0,2020.0,4.0,1.0,0.0,2.0,0.0,https://www.zameen.com/Property/askari_askari_11_20_marla_house_for_sale_in_askari_11_lahore-54216572-1503-1.html,20.0,6.0,13.0,5.0,1.1999976000048,37411065.57377049
47500000,10.0,Marla,Lahore,Other,House,4.0,5.0,2020.0,2.0,1.0,1.0,1.0,1.0,https://www.zameen.com/Property/askari_askari_11_house_sized_10_marla_is_available_for_sale_in_askari_11-54216569-1503-1.html,10.0,6.0,11.0,4.0,1.2499968750078125,37411065.57377049
18000000,5.0,MARLA,Lahore,Other,House,3.0,3.0,2020.0,0.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/al_rehman_garden_al_rehman_garden_phase_2_5_marla_house_for_sale-51217776-4506-1.html,5.0,6.0,6.0,1.0,0.9999966666777778,37411065.57377049
45000000,10.0,Marla,Lahore,Bahria Town,House,4.0,6.0,2020.0,2.0,1.0,0.0,0.0,2025.0,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_10_marla_ultra_advance_modern_smart_features_designer_brand_new_house_available_for_sale_meeting_with_direct_owner-53975485-1813-1.html,10.0,6.0,10.0,2028.0,1.499996250009375,31127272.727272727
135000000,1.0,Kanal,Lahore,Other,House,5.0,6.0,2020.0,0.0,1.0,0.0,2.0,0.0,https://www.zameen.com/Property/model_town_model_town_-_block_g_one_kanal_like_brand_new_fully_furnished_house_available_for_sale_straight_road_43_feet_front-54198519-1553-1.html,20.0,6.0,13.0,1.0,1.1999976000048,37411065.57377049
17000000,3.0,Marla,Lahore,Other,House,5.0,6.0,2020.0,0.0,0.0,0.0,3.0,3.0,https://www.zameen.com/Property/marghzar_officers_colony_80_feet_road_a_palatial_residence_for_sale_in_80_feet_road_lahore-54229738-22585-1.html,3.0,6.0,14.0,3.0,1.1999976000048,37411065.57377049
42000000,10.0,Marla,Lahore,Other,House,4.0,4.0,2020.0,5.0,1.0,0.0,2.0,0.0,https://www.zameen.com/Property/lahore_punjab_coop_housing_society_corner_property_for_sale_in_punjab_coop_housing_society_punjab_coop_housing_society_is_available_under_rs_42000000-54239789-456-1.html,10.0,6.0,10.0,6.0,0.9999975000062501,37411065.57377049
21900000,5.0,Marla,Lahore,DHA Defence,House,5.0,6.0,2020.0,2.0,1.0,2026.0,2026.0,0.0,https://www.zameen.com/Property/dha_defence_dha_9_town_5-marla_house_for_sale_at_hot_location_near_park_commercial-54239399-1452-1.html,5.0,6.0,4063.0,3.0,1.1999976000048,81496093.75
46500000,10.0,Marla,Lahore,DHA Defence,House,3.0,4.0,2020.0,2.0,2.0,2026.0,2026.0,0.0,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_10-marla_luxury_modern_house_for_sale_at_top_location_near_park_commercial_and_mosque-54152261-407-1.html,10.0,6.0,4059.0,4.0,1.3333288889037036,81496093.75
25000000,5.0,Marla,Lahore,DHA Defence,House,4.0,5.0,2020.0,1.0,1.0,0.0,2.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_a_home_that_defines_modern_luxury_elegant_5_marla_house_in_dha_phase_6_lahore-54247605-1448-1.html,5.0,6.0,11.0,2.0,1.2499968750078125,81496093.75
23500000,5.0,Marla,Lahore,DHA Defence,House,3.0,4.0,2020.0,2.0,0.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_9_town_luxury_redefined_ultra-modern_fully_designer_5_marla_house_in_dha_phase_9_town_lahore-54082825-1452-1.html,5.0,6.0,7.0,2.0,1.3333288889037036,81496093.75
55000000,10.0,Marla,Lahore,DHA Defence,House,3.0,4.0,2020.0,3.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_5_original_pictures_premium_10_marla_house_for_sale_in_dha_phase_5_lahore_prime_location-54055134-1447-1.html,10.0,6.0,7.0,4.0,1.3333288889037036,81496093.75
24500000,5.0,Marla,Lahore,DHA Defence,House,4.0,5.0,2020.0,1.0,1.0,1.0,1.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_7_hall_in_basement_designer_villa-52714314-1450-1.html,5.0,6.0,11.0,2.0,1.2499968750078125,81496093.75
24500000,5.0,Marla,Lahore,DHA Defence,House,3.0,4.0,2020.0,1.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_defence_dha_9_town_100_org_add_5_marla_house_for_sale_in_dha_near_park_mosque_prime_location-52818008-1452-1.html,5.0,6.0,7.0,2.0,1.3333288889037036,81496093.75
21500000,5.0,Marla,Lahore,Formanites Scheme,House,3.0,4.0,2020.0,1.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/formanites_housing_scheme_formanities_housing_scheme_-_block_mm_prime_location_5_marla_house_is_available_in_formanities_housing_scheme_-_block_mm-54136644-20931-1.html,5.0,6.0,7.0,2.0,1.3333288889037036,26700000.0
22500000,5.0,Marla,Lahore,Formanites Scheme,House,4.0,5.0,2020.0,1.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_formanites_housing_scheme_prime_location_house_for_sale_in_formanites_housing_scheme-54136646-1020-1.html,5.0,6.0,9.0,2.0,1.2499968750078125,26700000.0
20000000,5.0,Marla,Lahore,Formanites Scheme,House,3.0,4.0,2020.0,3.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_formanites_housing_scheme_3_beds_5_marla_double_storey_brand_new_house_for_sale_formanites_housing_scheme_lahore-54136672-1020-1.html,5.0,6.0,7.0,4.0,1.3333288889037036,26700000.0
17000000,5.0,Marla,Lahore,Formanites Scheme,House,3.0,4.0,2020.0,4.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_formanites_housing_scheme_3_beds_5_marla_double_storey_brand_new_house_for_sale_formanites_housing_scheme_lahore-54136676-1020-1.html,5.0,6.0,7.0,5.0,1.3333288889037036,26700000.0
13000000,3.0,Marla,Lahore,Formanites Scheme,House,3.0,4.0,2020.0,0.0,0.0,0.0,1.0,0.0,https://www.zameen.com/Property/formanites_housing_scheme_formanities_housing_scheme_-_block_y_3_marla_house_is_available_for_sale_in_formanites_housing_scheme_block_y_lahore-54213824-20933-1.html,3.0,6.0,8.0,0.0,1.3333288889037036,26700000.0
19000000,5.0,Marla,Lahore,Formanites Scheme,House,3.0,3.0,2020.0,4.0,2.0,1.0,1.0,0.0,https://www.zameen.com/Property/lahore_formanites_housing_scheme_5_marla_house_opposite_dha_phase_5_extension_m_block_house_for_sale-50039219-1020-1.html,5.0,6.0,8.0,6.0,0.9999966666777778,26700000.0
22500000,5.0,Marla,Lahore,Formanites Scheme,House,4.0,5.0,2020.0,1.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/formanites_housing_scheme_formanities_housing_scheme_-_block_mm_stunning_and_affordable_prime_location_house_available_for_sale_in_formanites_housing_scheme_-_block_mm-51434279-20931-1.html,5.0,6.0,9.0,2.0,1.2499968750078125,26700000.0
65000000,1.0,KANAL,Lahore,Other,House,5.0,6.0,2020.0,4.0,0.0,0.0,0.0,0.0,https://www.zameen.com/Property/lahore_valencia_housing_society_1_kanal_brand_new_ultra_modern_design_house_for_sale-54234415-373-1.html,20.0,6.0,11.0,4.0,1.1999976000048,37411065.57377049
75500000,1.0,KANAL,Lahore,DHA Defence,House,6.0,6.0,2020.0,4.0,2.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_1_kanal_most_elegant_modern_design_luxury_fully_furnished_bungalow_for_sale-53577557-1628-1.html,20.0,6.0,12.0,6.0,0.9999983333361112,81496093.75
87000000,1.0,Kanal,Lahore,DHA Defence,House,5.0,6.0,2020.0,4.0,2.0,0.0,0.0,0.0,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_e_1_kanal_brand_new_beautiful_design_bungalow_for_sale_prime_location_of_dha-51777533-1614-1.html,20.0,6.0,11.0,6.0,1.1999976000048,81496093.75
60000000,12.0,Marla,Lahore,Raiwind,House,5.0,5.0,2020.0,0.0,1.0,0.0,0.0,0.0,https://www.zameen.com/Property/raiwind_road_lake_city_12_marla_brand_new_house_for_sale_in_lake_city_raiwind_road_lahore-53952241-1103-1.html,12.0,6.0,10.0,1.0,0.9999980000040001,44000000.0
98500000,1.0,Kanal,Lahore,DHA Defence,House,6.0,6.0,2020.0,0.0,3.0,0.0,2026.0,0.0,https://www.zameen.com/Property/dha_defence_dha_phase_8_1_kanal_ultra-modern_mansion_on_100_feet_road_with_cinema_with_rooftop_garden_solar_private_office_a_rare_gem_in_the_current_market-54174372-1451-1.html,20.0,6.0,2038.0,3.0,0.9999983333361112,81496093.75
